page,stt,ma_so,nhom,ten_mon_an,ten_mon_an_en,nang_luong_kcal,chat_dam_g,chat_beo_g,chat_bot_duong_g,vitamin_a_mcg,beta_carotene_mcg,vitamin_c_mg,calcium_mg,iron_mg,zinc_mg,sodium_mg,cholesterol_mg,magnesium_mg,transfat_mg
54,12,HAN-112050,"Cơm, cháo, xôi",Cháo sườn,Pork bone congee,332.9,11.0,11.2,47.0,5.9,70.3,3.1,,,,18.1,16.7,,
54,13,HAN-113095,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,358.5,37.3,9.0,32.0,4023.0,3258.4,40.1,,,,2211.3,359.9,,
54,14,HAN-113087,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,262.4,18.7,6.7,31.7,1267.3,,,,,,83.5,98.4,,
54,15,HAN-113043,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,313.8,19.2,5.7,46.4,945.0,27.2,2.5,,,,73.8,115.6,,
55,1,HAN-111015,"Cơm, cháo, xôi",Cháo lòng,Pork organ congee,362.6,23.7,5.8,53.9,1099.2,967.0,77.5,,,,1143.6,138.6,,
55,2,HAN-113065,"Cơm, cháo, xôi",Cháo gà,Chicken congee,371.4,20.1,12.2,45.2,166.0,,,,,,54.3,52.1,,
55,3,HAN-113008,"Cơm, cháo, xôi",Cháo gà,Chicken congee,587.4,33.7,22.0,63.6,159.2,110.0,5.0,,,,91.0,93.8,,
55,4,HAP-213027,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến ngan trộn,Vermicelli mixed with goose,802.7,40.1,43.0,63.9,60.7,702.0,62.4,,,,4277.3,2.5,,
55,5,HAP-211105,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến ngan nước,Vermicelli soup with muscovy duck,588.4,18.9,27.9,65.4,31.4,365.9,23.1,,,,557.0,4.0,,
55,6,HAP-211074,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến gà trộn,Vermicelli mixed with chicken,452.3,18.2,12.7,66.3,37.0,,,,,,1230.0,47.0,,
55,7,HAP-213072,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ vằn thắn,Wheat noodle with Wonton soup,392.6,24.2,18.8,31.6,1467.2,673.8,31.1,,,,861.8,209.2,,
55,8,HAP-211100,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ vằn thắn,Wheat noodle with Wonton soup,384.1,20.0,20.2,30.5,184.3,,,,,,1311.0,158.9,,
55,9,HAP-211050,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ vằn thắn,Wheat noodle with Wonton soup,435.3,23.4,24.2,31.0,433.4,919.2,50.7,,,,1769.6,83.9,,
55,10,HAP-213055,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ trọn bò,Wheat noodle mixed with beef,670.2,36.9,23.4,78.0,76.4,,,,,,1722.1,56.0,,
55,11,HAP-211092,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ trộn,"Wheat noodle mixed with wonton, meat and vegetables",703.5,23.6,22.0,102.8,126.0,,,,,,3298.8,49.4,,
55,12,HAP-211101,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ chờ thập cẩm,Wheat noodle soup with wonton and pork,613.0,27.4,21.7,77.0,1103.1,666.6,43.3,,,,639.2,84.3,,
55,13,HAP-211102,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ chờ,Wheat noodle soup with wonton,645.0,26.1,20.5,89.0,1221.1,481.7,20.2,,,,895.0,98.5,,
55,14,HAN-112018,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ vằn thắn Thắng Huyền,Thang Huyen's Wheat noodle with Wonton soup,540.0,31.0,18.0,63.5,2153.1,2904.0,45.0,,,,933.0,216.0,,
55,15,HAN-113110,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ tim cật,Wheat noodle soup with mixed pork organs,517.5,34.1,15.5,60.4,3226.9,627.1,54.4,,,,3218.1,316.2,,
56,1,HAN-113092,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ tim cật,Wheat noodle soup with mixed pork organs,517.5,34.1,15.5,60.4,3226.9,627.1,54.4,,,,3218.1,316.2,40.7,
56,2,HAN-111033,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến ngan,Muscovy duck vermicelli,519.3,15.0,20.0,69.9,86.8,,,172.9,5.2,2.6,442.6,3.1,70.8,
56,3,HAN-112022,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến lươn (nước),Vermicelli soup with eel,447.8,14.1,9.4,76.6,768.2,205.3,30.2,146.4,2.3,1.2,1197.1,56.6,23.0,
56,4,HAN-112014,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Hủ tiếu Nam vang nước,Phnom Penh-style noodle soup,482.6,31.5,17.0,50.9,1080.6,697.4,56.9,175.3,6.8,3.9,1596.0,326.5,50.4,
56,5,HAN-113064,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Bánh canh ghẹ,Crab thick noodle soup,337.8,22.4,9.0,41.7,137.8,644.2,23.8,106.6,12.0,2.8,205.6,252.7,38.0,
56,6,VPF-000006,Cơm các loại,Cơm tẻ miệng bát,Broken rice with pork and shrimp paste,258.0,5.7,,57.2,0.0,0.0,0.0,,,,4.0,0.0,,
56,7,HAP-223010,Các món khác,Trứng gà rán ngải cứu,Wormwood Fried Eggs,114.6,6.9,8.8,2.0,77.3,,,34.1,0.8,,24.5,195.1,15.8,
56,8,HAP-211112,"Bánh đa, bún, phở",Phở xào mềm,Stir-fried rice noodles,728.6,27.3,18.3,113.7,289.2,3470.4,68.4,255.6,7.7,3.5,739.8,36.7,66.0,
56,9,HAP-211061,"Bánh đa, bún, phở",Phở trộn,Mixed Pho,490.2,42.2,8.5,61.3,53.8,629.2,42.1,135.9,4.3,6.1,1110.4,52.8,111.2,
56,10,HAP-213076,"Bánh đa, bún, phở",Phở Trâu,Noodle soup with buffalo meat,572.7,36.6,14.3,74.4,125.2,1428.3,42.4,148.6,4.7,2.4,1102.2,56.6,70.8,
56,11,HAP-213074,"Bánh đa, bún, phở",Phở trâu,Noodle soup with buffalo meat,466.7,43.4,10.7,49.3,124.9,432.3,15.4,85.5,3.1,2.3,678.1,274.3,48.5,
56,12,HAP-213047,"Bánh đa, bún, phở",Phở tái bò,Noodle soup with eye round steak and meat balls,528.8,50.6,5.6,69.1,25.5,268.1,26.5,138.3,4.6,8.0,877.2,75.1,69.9,
56,13,HAP-211113,"Bánh đa, bún, phở",Phở sốt vang,Pho with beef stew in red wine,660.6,52.5,14.2,80.7,434.6,4254.5,16.6,109.6,7.1,3.5,365.0,27.7,30.9,
56,14,HAP-213029,"Bánh đa, bún, phở",Phở gà chặt,Chopped chicken pho,414.7,17.9,13.5,55.4,54.5,353.8,20.1,78.9,1.5,0.7,786.6,5.4,8.9,
56,15,HAP-211060,"Bánh đa, bún, phở",Phở chiên phồng,Fried Pho Noodle,773.7,40.7,27.7,90.6,101.8,1125.0,82.9,169.5,5.0,7.0,776.9,53.2,72.1,
57,1,HAP-211018,"Bánh đa, bún, phở",Phở bò tái,Noodle soup with eye round steak,431.7,21.5,6.7,71.2,21.9,252.4,19.3,87.6,2.8,4.9,1613.2,25.0,22.5,
57,2,HAP-211087,"Bánh đa, bún, phở",Phở bò chín,Noodle soup with brisket & meat balls,448.5,31.2,6.7,65.7,94.5,1119.5,40.3,136.7,3.9,4.7,2624.2,40.6,54.6,
57,3,HAP-211019,"Bánh đa, bún, phở",Phở bò chín,Noodle soup with brisket & meat balls,549.7,29.8,15.8,72.1,21.5,230.2,19.0,90.2,4.8,0.5,1570.8,0.0,12.1,
57,4,HAP-213080,"Bánh đa, bún, phở",Bún tôm,Shrimp noodle soup,422.7,16.8,13.0,59.6,192.2,,,273.6,11.6,2.5,362.0,79.8,56.6,
57,5,HAP-213028,"Bánh đa, bún, phở",Bún tôm,Shrimp noodle soup,382.4,15.6,4.4,70.1,82.1,895.2,35.0,224.0,12.0,2.1,1813.1,39.9,68.0,
57,6,HAP-211076,"Bánh đa, bún, phở",Bún tôm,Shrimp noodle soup,458.4,14.5,6.0,84.3,110.7,,,336.1,20.1,2.8,2859.1,59.5,62.9,
57,7,HAP-211070,"Bánh đa, bún, phở",Bún tôm,Shrimp noodle soup,286.8,13.9,4.0,48.8,37.2,404.1,29.5,141.9,2.9,0.6,1746.5,71.7,28.8,
57,8,HAP-211115,"Bánh đa, bún, phở",Bún rươi,Rice vermicelli with freshwater crab,371.4,13.8,6.7,64.1,108.1,1247.3,25.4,171.0,3.6,0.5,562.8,11.7,16.1,
57,9,HAN-113048,"Bánh đa, bún, phở",Phở xào,Stir-fried pho,456.5,18.5,20.3,49.9,57.3,668.2,58.3,117.2,4.0,2.2,69.2,36.0,29.3,
57,10,HAN-113096,"Bánh đa, bún, phở",Phở sốt vang,Beef stew pho noodle soup,582.1,40.9,25.4,47.4,63.4,706.3,28.5,92.5,6.8,0.2,1890.0,0.0,11.4,
57,11,HAN-113106,"Bánh đa, bún, phở",Phở gà,Sliced-chicken noodle soup,455.7,20.2,13.9,62.4,22.2,205.5,14.4,80.4,1.6,0.8,687.5,4.7,7.9,
57,12,HAN-113036,"Bánh đa, bún, phở",Phở gà,Sliced-chicken noodle soup,826.9,62.9,29.9,76.5,2434.1,786.4,56.5,112.3,8.6,5.5,198.4,524.8,78.6,
57,13,HAN-111022,"Bánh đa, bún, phở",Phở gà,Sliced-chicken noodle soup,445.3,31.6,17.7,39.8,22.5,140.8,14.5,91.7,1.8,1.3,1071.4,7.4,10.5,
57,14,HAN-113063,"Bánh đa, bún, phở",Phở chiên,Stir-fried pho,648.9,23.0,19.6,95.2,177.6,2118.9,97.0,299.7,5.5,3.0,68.2,35.4,51.8,
57,15,HAN-111010,"Bánh đa, bún, phở",Phở cuốn (10 cái),Rolled up beef noodles,781.4,41.0,28.8,89.4,57.0,587.1,30.2,94.1,6.3,3.5,2065.1,88.1,78.2,
58,1,HAN-111035,"Bánh đa, bún, phở",Phở cuốn (10 cái),Rolled up beef noodles,712.0,33.0,19.1,102.0,175.4,1779.5,58.4,186.9,5.8,6.0,1520.0,59.0,81.4,
58,2,HAN-111011,"Bánh đa, bún, phở",Phở bò xào,Fried rice noodles with beef,576.3,28.8,17.1,76.8,157.1,1875.8,143.5,296.5,5.8,5.1,701.1,50.2,75.6,
58,3,HAN-113091,"Bánh đa, bún, phở",Phở bò tái,Noodle soup with eye round steak and meat balls,423.4,25.2,10.0,58.1,131.7,1532.7,65.4,125.7,5.2,2.2,2686.3,51.3,42.1,
58,4,HAN-113047,"Bánh đa, bún, phở",Phở bò tái,Noodle soup with eye round steak and meat balls,441.7,22.6,7.0,72.1,35.1,416.1,28.8,62.0,2.9,1.6,63.2,37.8,27.1,
58,5,HAN-113041,"Bánh đa, bún, phở",Phở bò sốt vang,Vietnamese Red Wine Beef Noodle Soup,479.0,29.0,16.8,53.0,11.5,123.3,6.0,29.1,2.0,0.0,4.4,33.6,2.1,
58,6,HAN-111001,"Bánh đa, bún, phở",Phở bò sốt vang,Vietnamese Red Wine Beef Noodle Soup,825.6,60.8,29.3,79.7,49.3,589.0,33.2,119.4,10.9,5.8,849.2,180.7,70.3,
58,7,HAN-113089,"Bánh đa, bún, phở",Phở bò chín,Noodle soup with brisket & meat balls,448.5,33.2,11.4,53.2,37.2,432.5,27.5,94.4,5.3,3.2,2579.0,76.6,49.3,
58,8,HAN-113045,"Bánh đa, bún, phở",Phở bò chín,Noodle soup with brisket & meat balls,474.9,22.4,11.8,69.8,28.6,342.6,22.7,58.0,2.8,1.6,1969.0,37.0,25.6,
58,9,HAN-113038,"Bánh đa, bún, phở",Bún trộn nam bộ,Southern Vietnamese beef noodle salad,492.8,20.0,12.8,74.5,125.7,1258.2,8.2,68.7,2.6,0.6,1380.0,30.3,35.3,
58,10,HAN-113104,"Bánh đa, bún, phở",Bún thang,Hot rice noodle soup,466.2,31.7,11.8,58.2,44.2,140.2,15.8,200.6,3.5,0.9,953.1,41.2,35.2,
58,11,HAN-113066,"Bánh đa, bún, phở",Bún thang,Hot rice noodle soup,391.7,30.3,11.7,41.3,28.7,0.0,14.9,155.2,1.2,0.9,1156.0,15.8,37.6,
58,12,HAN-113024,"Bánh đa, bún, phở",Bún thang,Hot rice noodle soup,534.5,26.1,17.7,67.7,224.6,1279.8,17.4,144.8,2.9,1.6,791.0,110.6,33.8,
58,13,HAN-111006,"Bánh đa, bún, phở",Bún riêu gánh,Crab paste noodle soup,673.9,43.5,29.2,59.2,112.4,1303.5,33.1,2509.8,4.3,1.8,1690.6,42.4,62.6,
58,14,HAN-113103,"Bánh đa, bún, phở",Bún ốc nóng,Snail noodle soup,436.5,29.4,6.0,66.3,100.0,1191.4,23.9,1709.6,1.3,1.6,2038.9,4.6,26.9,
58,15,HAN-113052,"Bánh đa, bún, phở",Bún ốc nóng,Snail noodle soup,522.2,29.8,5.0,89.5,64.2,754.6,19.8,1792.9,1.6,1.4,9.2,0.0,9.9,
59,1,HAN-111023,"Bánh đa, bún, phở",Bún ốc,Snail rice noodles,502.6,42.3,11.8,56.8,106.4,1238.2,40.0,123.4,2.6,3.8,2531.3,5.7,37.2,
59,2,HAN-112056,"Bánh đa, bún, phở",Bún giả cày,Vietnamese rice vermicelli with fermented pork knuckle stew,817.0,21.5,17.6,143.2,280.5,2978.2,98.6,560.9,7.8,3.1,3410.8,20.7,196.6,
59,3,HAN-113056,"Bánh đa, bún, phở",Bún đậu mẹt,Vermicelli with fried tofu and shrimp paste,857.7,40.5,30.6,105.2,74.2,662.5,14.9,422.1,13.6,2.5,73.1,30.7,73.9,
59,4,HAN-112055,"Bánh đa, bún, phở",Bún đậu mắm tôm,Vermicelli with fried tofu and shrimp paste,1194.9,44.1,61.4,116.5,140.4,1476.9,53.3,462.1,7.7,4.0,1772.7,51.0,279.6,
59,5,HAN-113061,"Bánh đa, bún, phở",Bún dọc mùng,Colocasia gigantea noodle soup,789.3,39.1,33.7,82.4,99.3,785.0,31.7,100.6,6.2,7.9,1634.0,166.0,62.0,
59,6,HAN-113019,"Bánh đa, bún, phở",Bún dọc mùng,Colocasia gigantea noodle soup,503.9,29.0,18.2,56.0,5.7,39.8,2.4,42.6,3.0,3.5,1079.0,103.0,23.0,
59,7,HAN-122012,Các món khác,Trứng ngải cứu,Mugwort fried eggs,269.8,16.9,19.6,6.4,199.2,,,73.5,1.5,,2208.8,491.4,31.0,
59,8,HAN-122009,Các món khác,Quả cóc dầm,Pickled ambarella with chilli powder,217.0,6.3,,48.0,,,,131.6,5.6,,2468.0,,,
59,9,HAN-121080,Các món khác,Quẩy đường (5 cái),Wheat fritters twisted fried,267.5,6.7,9.1,39.7,,,,,,,,,,
59,10,HAN-123024,Các món khác,Pho mai que chiên 2 cái,Deep fried cheese sticks (2 pieces),341.8,14.4,25.1,14.6,136.7,,,370.6,0.6,2.0,298.9,50.4,48.0,
59,11,HAN-123051,Các món khác,Ngô nướng,Grilled Corn on the Cob,400.6,8.2,4.6,81.6,40.0,,,40.0,3.0,2.8,6.0,,78.0,
59,12,HAN-121084,Các món khác,Mực viên chiên đường phố (5 cái),Fried squid balls on the street (5 pieces),146.9,5.6,9.8,9.1,6.9,,,2.7,0.7,0.3,7.5,,3.6,15.5
59,13,HAN-122070,Các món khác,Kẹo bông gòn,Candy floss,99.3,,,24.8,,,,0.1,,,,,,
59,14,HAN-122016,Các món khác,Củ dong luộc,Boiled arrowroot,287.8,3.1,,68.8,,,,93.9,,,163.1,,102.8,
59,15,HAN-121083,Các món khác,Cá viên chiên đường phố (5 cái),Fried fish balls on the street (5 pieces),203.5,5.7,15.5,10.3,6.9,,,2.7,0.6,0.6,7.5,,3.6,21.0
60,1,HAN-121077,Các món khác,Bỏng ngô,Popcorn,262.2,5.9,1.1,57.3,,,,2.0,0.4,,235.3,,227.1,
60,2,HAN-121078,Các món khác,Bánh bỏng ngô mật,Molasses popcorn,195.0,2.9,0.5,44.7,,,,1.4,0.3,,115.2,,111.2,
60,3,HAN-121079,Các món khác,Bánh bỏng gạo,Poprice cake,398.9,6.0,0.7,92.2,,,,22.3,1.0,2.4,3.7,,10.4,
60,4,HAN-121028,"Chè, các loại giải khát",Tào phớ thập cẩm,Tofu with tapioca pearls and jelly,236.9,6.6,6.9,37.1,,,,241.2,6.9,1.3,67.4,,147.5,
60,5,HAN-122021,"Chè, các loại giải khát",Nước mía chanh leo,Passion fruit mix sugarcane juice,256.3,0.3,0.1,63.7,7.3,,,1.4,0.2,,3.2,,3.3,
60,6,HAN-123029,"Chè, các loại giải khát",Nước chanh leo,Passion fruit juice,66.0,0.5,0.2,15.6,15.4,,,3.3,0.4,,6.7,,7.0,
60,7,HAN-122060,"Chè, các loại giải khát",Hoa quả dầm,Mixed fruit with condensed milk,257.8,5.5,5.1,47.5,155.8,,,282.9,2.6,1.0,76.8,12.6,40.0,
60,8,HAN-121003,"Chè, các loại giải khát",Chè thập cẩm,Mixed bean dessert soup,593.2,20.7,16.8,89.8,13.1,,,122.4,12.0,2.0,9.5,,196.8,
60,9,HAN-121002,"Chè, các loại giải khát",Chè đỗ xanh trân châu,Mung bean dessert soup with tapioca pearls,388.7,10.3,10.6,63.0,0.6,,,72.6,4.2,1.0,13.8,,111.4,
60,10,HAN-123014,"Chè, các loại giải khát",Chè đỗ đỏ,Red bean dessert soup,311.5,8.0,5.5,57.5,,,,84.3,7.1,2.7,13.6,,16.0,
60,11,HAN-121001,"Chè, các loại giải khát",Chè đỗ đen,Black bean dessert soup,386.8,7.7,8.5,70.0,0.1,,,130.2,6.3,1.7,12.3,,63.6,
60,12,HAN-123015,"Chè, các loại giải khát",Chè bưởi,Pomelo dessert soup,204.7,3.4,4.5,37.7,0.3,,,84.4,4.1,0.6,50.9,,47.6,
60,13,HAN-122069,Các loại bánh,Bò bía,Sweet popiah,184.5,2.1,10.0,21.6,,,,29.6,7.8,1.4,2.0,1.3,47.0,
60,14,HAN-121051,Các loại bánh,Bánh tráng nướng,Grilled girdle cake,314.0,13.0,20.2,19.7,59.2,,,83.4,2.1,0.6,123.3,131.5,18.8,
60,15,HAN-121020,Các loại bánh,Bánh ngô,Sweet corn fritters,458.7,6.7,21.6,59.4,11.2,,,26.3,1.7,1.8,3.3,,91.4,
61,1,HAN-122050,Các loại bánh,Bánh khoai,Sweet potato fritters,162.6,4.7,1.8,31.8,,,,5.4,1.2,0.7,,,,
61,2,HAN-122057,Các loại bánh,Bánh crepe xúc xích,Sausage crepes cake,346.5,11.7,22.8,,,,,,,,,,,
61,3,HAN-122058,Các loại bánh,Bánh crepe socola chuối,Banana chocolate crepe cake,309.1,7.4,14.8,36.7,100.8,,,81.1,1.4,1.2,219.6,88.5,87.0,
61,4,HAN-123048,Các loại bánh,Bánh crepe ngọt,Sweet crepes cake,284.5,8.5,13.6,32.2,97.1,,,181.9,0.5,1.1,271.1,76.0,46.1,
61,5,HAN-123047,Các loại bánh,Bánh crepe mặn,Crepes cake with sausage and cheese,299.8,10.0,20.5,18.9,93.4,,,129.8,0.6,1.3,371.3,85.5,39.0,
61,6,HAN-122059,Các loại bánh,Bánh crepe dăm bông phô mai,Crepes cake with ham and cheese,350.4,10.3,23.8,23.7,105.4,,,145.8,0.8,1.0,394.0,91.5,45.8,
61,7,HAN-122031,Các loại bánh,Bánh gio mật mía,Alkaline sticky rice dumplings with molasses,432.5,3.4,0.6,103.3,,,,278.1,2.3,1.0,1.9,,1.0,
61,8,HAN-121008,"Cơm, cháo, xôi",Cháo ruốc thịt lợn,Rice congee with dried shredded pork,223.6,7.7,4.3,38.6,,,,24.8,0.5,0.6,90.2,2.7,9.0,
61,9,HAN-121057,"Cơm, cháo, xôi",Cháo lòng lợn,Rice congee with hog intestines,517.0,28.0,11.9,74.6,1535.0,,,148.0,15.5,4.1,781.9,243.0,51.7,
61,10,HAN-121052,"Cơm, cháo, xôi","Cháo đậu đen, đậu phụ",Rice congee with black beans and fried tofu,307.1,15.2,10.4,38.2,0.7,,,53.4,3.2,1.3,8.1,,32.6,
61,11,HAN-122003,"Cơm, cháo, xôi",Xôi trắng thịt trứng,Sticky rice with braised meat and eggs,689.7,23.6,14.6,115.9,138.7,,,79.4,4.3,4.1,444.9,589.3,45.2,
61,12,HAN-121036,"Cơm, cháo, xôi",Xôi ngô,Sticky rice with maize seeds and mung bean paste,389.9,11.7,8.3,67.1,10.7,,,54.1,3.3,2.4,21.2,,79.7,
61,13,HAN-122002,"Cơm, cháo, xôi",Xôi lạc vừng ruốc,Sticky rice with dried shredded pork and roasted peanut mixed with sesame and salt,457.0,15.7,8.5,79.5,0.1,,,53.8,1.9,2.7,136.2,6.0,48.8,
61,14,HAN-121067,"Cơm, cháo, xôi","Cơm suất (trứng, thịt ba chỉ)",Set meal (egg and pork belly),793.8,29.1,36.8,86.6,82.3,,,145.3,3.9,3.6,717.6,201.7,41.0,
61,15,HAN-121065,"Cơm, cháo, xôi","Cơm suất (thịt, cá)",Set meal (amur carp and pig leg),599.2,27.3,11.5,96.7,51.8,,,200.7,4.1,4.2,407.5,51.8,51.9,
62,1,HAN-121033,"Cơm, cháo, xôi",Cơm gà,Economy rice with chicken,1140.4,51.8,56.5,106.2,148.2,,,209.5,7.0,5.9,561.4,348.2,65.1,
62,2,HAN-121064,"Cơm, cháo, xôi",Cơm bụi,Low-price rice,770.9,40.2,23.7,99.3,13.8,,,141.7,3.9,4.1,348.3,54.3,44.2,
62,3,HAN-123007,"Cơm, cháo, xôi","Cơm bình dân (cá, thịt, tôm, đậu)","Set meal (scad fish, pork belly, shrimp and tofu)",845.5,40.8,30.1,102.8,115.2,,,189.0,7.3,3.9,1253.4,29.6,116.2,
62,4,HAN-123005,"Cơm, cháo, xôi","Cơm bình dân (thịt gà, tôm, thịt lợn ba chỉ)","Set meal (chicken, shrimp and pork belly)",558.9,25.1,13.7,83.8,116.2,,,141.1,4.1,3.2,1271.5,15.0,41.9,
62,5,HAN-123004,"Cơm, cháo, xôi","Cơm bình dân (cá nục, thịt ba chỉ)",Set meal (scad fish and pork belly),637.8,22.0,15.5,102.8,156.2,,,171.4,8.5,3.6,602.7,29.6,93.4,
62,6,HAN-113107,Các món khác,Trứng chén nướng,Grilled eggs,154.9,6.0,13.8,1.7,168.0,,,30.0,1.2,0.6,98.3,233.5,8.5,
62,7,HAN-112007,Các món khác,"Set cánh, đùi gà tẩm bột chiên",Set of deep fried chicken wings and drumsticks,685.9,21.1,43.1,53.4,11.2,,,51.6,2.3,1.4,90.2,89.0,42.4,
62,8,HAN-112026,Các món khác,Set cánh - đùi gà chiên mắm,Set of fish sauce glazed chicken wings and drumsticks,694.4,35.9,52.5,19.7,47.3,,,100.9,4.5,3.0,174.6,135.0,63.5,
62,9,HAN-112005,Các món khác,Phô mai chiên (2 viên),Deep fried cheesecake (2 pieces),210.0,6.2,15.7,11.0,51.3,,,141.2,0.6,1.9,112.4,18.9,31.0,
62,10,HAN-111021,Các món khác,Nộm bò khô,Salad with dried beef and green papaya,416.5,32.8,20.4,25.3,60.2,,,234.5,5.3,1.5,1926.6,71.7,161.1,
62,11,HAN-112043,Các món khác,Nem nướng cuốn,Vietnamese grilled pork sausage rolls,641.2,26.2,12.5,106.0,184.5,,,155.1,3.5,2.9,888.5,17.2,63.3,
62,12,HAN-111032,Các món khác,Cốm làng vòng,Vong village green rice,2992.0,61.0,8.0,669.0,,,,240.0,10.0,,,,,
62,13,HAN-112052,Các món khác,Chả rươi,Sandworm omelet,423.1,49.4,16.1,20.2,148.8,,,208.2,5.4,5.1,2066.9,97.0,76.3,
62,14,HAN-111017,Các món khác,Chả cá lã vọng,Rice vermicelli with fried fish-paste (La Vong style),666.1,39.9,17.5,87.3,151.7,,,499.2,3.1,1.7,1771.0,65.0,233.9,
62,15,HAN-113069,Các món khác,Cánh gà tẩm bột chiên,Deep fried chicken wings,335.8,14.4,27.7,7.2,9.9,,,17.7,1.0,0.8,93.4,6.6,11.0,
63,1,HAN-112030,Các món khác,Cánh gà nướng (5 cái),BBQ chicken wings (5 pieces),731.1,82.2,39.8,11.1,56.8,,,124.1,5.6,6.2,511.6,187.0,35.8,
63,2,HAN-113040,"Chè, các loại giải khát",Tào phớ thập cẩm,Tofu with tapioca pearls,356.3,13.2,2.1,71.2,,,,527.3,2.9,0.5,166.1,,234.1,
63,3,HAN-112042,"Chè, các loại giải khát",Sữa tươi trân châu,Bubble milk,424.5,9.2,9.9,74.7,116.6,,,281.8,1.0,0.9,855.0,94.5,36.0,
63,4,HAN-112040,"Chè, các loại giải khát",Sữa chua đậu xanh rau má,Mungbean-greenwort yogurt smoothie,291.1,14.2,6.2,44.6,143.0,,,482.8,4.7,1.3,80.8,20.3,111.0,
63,5,HAN-112039,"Chè, các loại giải khát",Sữa chua trân châu,Yogurt with tapioca pearls,271.4,6.7,7.6,44.1,52.6,,,276.4,1.6,1.1,95.9,25.9,23.1,
63,6,HAN-113031,"Chè, các loại giải khát",Sữa chua thạch lá nếp,Yogurt with pandan leaf jelly,395.8,8.6,6.8,74.9,60.7,,,351.9,2.3,1.8,98.4,23.2,103.2,
63,7,HAN-112046,"Chè, các loại giải khát","Sữa chua nếp cẩm, mít, caramen",Black sticky rice yogurt with jackfruit and caramel,566.3,12.3,8.7,109.7,30.3,,,246.2,4.0,1.1,49.6,12.3,32.8,
63,8,HAN-112041,"Chè, các loại giải khát",Sữa chua nếp cẩm,Black sticky rice yogurt,437.4,11.2,8.8,78.3,52.6,,,296.2,3.2,1.1,101.0,25.9,25.3,
63,9,HAN-112044,"Chè, các loại giải khát",Nha đam trộn mít caramen,Caramel with aloe vera and jackfruit,401.1,8.3,5.8,79.0,18.0,,,277.6,3.1,1.5,37.5,6.1,97.9,
63,10,HAN-113025,"Chè, các loại giải khát",Hoa quả dầm,Mixed fresh fruit,233.2,3.6,3.4,47.1,54.6,,,158.8,2.7,0.8,27.5,3.4,47.2,
63,11,HAN-113097,"Chè, các loại giải khát",Chè thập cẩm (không có xôi),Almond panna cotta dessert soup,287.1,4.8,0.5,65.9,0.3,,,79.7,2.6,0.6,4.8,,63.4,
63,12,HAN-113054,"Chè, các loại giải khát",Chè thập cẩm (có xôi),Mixed bean dessert soup,458.7,4.6,2.7,103.9,1.8,,,302.8,3.7,0.6,28.3,,65.4,
63,13,HAN-111036,"Chè, các loại giải khát",Chè khúc bạch,Almond panna cotta dessert soup,145.5,3.4,2.1,28.2,,,,130.6,1.4,0.9,11.9,,99.2,
63,14,HAN-113055,"Chè, các loại giải khát",Chè kem dừa,Coconut ice cream dessert soup,385.5,5.5,10.8,66.5,57.6,,,258.9,4.7,1.0,53.8,,70.5,
63,15,HAN-112058,"Chè, các loại giải khát",Caramen thập cẩm (không xôi),Caramel mixed with tapioca pearls,299.2,5.6,4.6,58.8,,,,292.4,2.3,0.7,20.9,,42.2,
